L 341.5290, -300.1627, -43.9980,  326.1896, -310.9651, -43.9980,  0, 127, 0
L 343.0628, -299.0825, -43.9980,  341.5290, -300.1627, -43.9980,  0, 127, 0
L 358.8499, -293.7964, -43.9980,  343.0628, -299.0825, -43.9980,  0, 127, 0
L 360.7009, -293.1768, -43.9980,  358.8499, -293.7964, -43.9980,  0, 127, 0
L 363.2322, -290.6517, -43.9980,  360.7009, -293.1768, -43.9980,  0, 127, 0
L 370.0419, -283.8574, -43.9980,  363.2322, -290.6517, -43.9980,  0, 127, 0
L 382.3503, -270.9944, -43.9980,  370.0419, -283.8574, -43.9980,  0, 127, 0
L 402.2610, -250.0890, -43.9980,  382.3503, -270.9944, -43.9980,  0, 127, 0
L 403.6600, -248.6237, -43.9980,  402.2610, -250.0890, -43.9980,  0, 127, 0
L 406.0225, -246.5862, -43.9980,  403.6600, -248.6237, -43.9980,  0, 127, 0
L 408.0160, -244.8667, -43.9980,  406.0225, -246.5862, -43.9980,  0, 127, 0
L 405.7511, -233.4762, -43.9980,  408.0160, -244.8667, -43.9980,  0, 127, 0
L 403.3316, -221.3035, -43.9980,  405.7511, -233.4762, -43.9980,  0, 127, 0
L 402.9554, -219.4047, -43.9980,  403.3316, -221.3035, -43.9980,  0, 127, 0
L 399.6339, -197.0082, -43.9980,  402.9554, -219.4047, -43.9980,  0, 127, 0
L 399.3989, -195.4216, -43.9980,  399.6339, -197.0082, -43.9980,  0, 127, 0
L 407.7364, -170.1853, -43.9980,  399.3989, -195.4216, -43.9980,  0, 127, 0
L 408.2584, -168.6049, -43.9980,  407.7364, -170.1853, -43.9980,  0, 127, 0
L 408.7356, -146.5181, -43.9980,  408.2584, -168.6049, -43.9980,  0, 127, 0
L 408.6245, -144.2557, -43.9980,  408.7356, -146.5181, -43.9980,  0, 127, 0
L 408.1346, -134.2849, -43.9980,  408.6245, -144.2557, -43.9980,  0, 127, 0
L 408.0514, -132.5916, -43.9980,  408.1346, -134.2849, -43.9980,  0, 127, 0
L 406.6154, -120.9459, -43.9980,  408.0514, -132.5916, -43.9980,  0, 127, 0
L 406.3671, -118.9330, -43.9980,  406.6154, -120.9459, -43.9980,  0, 127, 0
L 402.1996, -103.1207, -43.9980,  406.3671, -118.9330, -43.9980,  0, 127, 0
L 401.7747, -101.5095, -43.9980,  402.1996, -103.1207, -43.9980,  0, 127, 0
L 398.8778, -94.2639, -43.9980,  401.7747, -101.5095, -43.9980,  0, 127, 0
L 398.2825, -92.7750, -43.9980,  398.8778, -94.2639, -43.9980,  0, 127, 0
L 400.1926, -75.5597, -43.9980,  398.2825, -92.7750, -43.9980,  0, 127, 0
L 400.6620, -71.3325, -43.9980,  400.1926, -75.5597, -43.9980,  0, 127, 0
L 400.8655, -69.5011, -43.9980,  400.6620, -71.3325, -43.9980,  0, 127, 0
L 401.8977, -60.2195, -43.9980,  400.8655, -69.5011, -43.9980,  0, 127, 0
L 402.1288, -58.1571, -43.9980,  401.8977, -60.2195, -43.9980,  0, 127, 0
L 403.4210, -50.1472, -43.9980,  402.1288, -58.1571, -43.9980,  0, 127, 0
L 403.7242, -48.2743, -43.9980,  403.4210, -50.1472, -43.9980,  0, 127, 0
L 405.4213, -41.5018, -43.9980,  403.7242, -48.2743, -43.9980,  0, 127, 0
L 406.6073, -36.7677, -43.9980,  405.4213, -41.5018, -43.9980,  0, 127, 0
L 406.5912, -33.3342, -43.9980,  406.6073, -36.7677, -43.9980,  0, 127, 0
L 406.5744, -31.5744, -43.9980,  406.5912, -33.3342, -43.9980,  0, 127, 0
L 419.0488, 34.0505, -43.9980,  421.3070, 33.9395, -43.9980,  0, 127, 0
L 417.8019, 34.1117, -43.9980,  419.0488, 34.0505, -43.9980,  0, 127, 0
L 417.7519, 31.5735, -43.9980,  417.8019, 34.1117, -43.9980,  0, 127, 0
L 408.6649, 31.5931, -44.1646,  417.7519, 31.5735, -43.9980,  0, 127, 0
L 406.9922, 31.5763, -43.9980,  408.6649, 31.5931, -44.1646,  0, 127, 0
L 407.3569, 33.8201, -43.9980,  406.9922, 31.5763, -43.9980,  0, 127, 0
L 407.6681, 36.3704, -43.9980,  407.3569, 33.8201, -43.9980,  0, 127, 0
L 407.8614, 37.9821, -43.9980,  407.6681, 36.3704, -43.9980,  0, 127, 0
L 405.2779, 55.3964, -43.9980,  407.8614, 37.9821, -43.9980,  0, 127, 0
L 404.9885, 57.3445, -43.9980,  405.2779, 55.3964, -43.9980,  0, 127, 0
L 402.3583, 65.6584, -44.8139,  404.9885, 57.3445, -43.9980,  0, 127, 0
L 401.7514, 67.5803, -44.8135,  402.3583, 65.6584, -44.8139,  0, 127, 0
L 401.5127, 68.7298, -44.7843,  401.7514, 67.5803, -44.8135,  0, 127, 0
L 401.1192, 70.6226, -44.7383,  401.5127, 68.7298, -44.7843,  0, 127, 0
L 400.7544, 72.3778, -44.7260,  401.1192, 70.6226, -44.7383,  0, 127, 0
L 400.3065, 96.2154, -43.9980,  400.7544, 72.3778, -44.7260,  0, 127, 0
L 400.3345, 98.2827, -43.9980,  400.3065, 96.2154, -43.9980,  0, 127, 0
L 405.7608, 117.8920, -43.9980,  400.3345, 98.2827, -43.9980,  0, 127, 0
L 406.3177, 119.9064, -43.9980,  405.7608, 117.8920, -43.9980,  0, 127, 0
L 406.6985, 127.5253, -44.0117,  406.3177, 119.9064, -43.9980,  0, 127, 0
L 406.9056, 131.6740, -43.9980,  406.6985, 127.5253, -44.0117,  0, 127, 0
L 407.3074, 138.7707, -43.9980,  406.9056, 131.6740, -43.9980,  0, 127, 0
L 407.4886, 140.6206, -43.9980,  407.3074, 138.7707, -43.9980,  0, 127, 0
L 408.4473, 150.4079, -43.9980,  407.4886, 140.6206, -43.9980,  0, 127, 0
L 408.8985, 155.0342, -43.9980,  408.4473, 150.4079, -43.9980,  0, 127, 0
L 409.2453, 158.6260, -43.9980,  408.8985, 155.0342, -43.9980,  0, 127, 0
L 409.4453, 160.7630, -43.9980,  409.2453, 158.6260, -43.9980,  0, 127, 0
L 407.1367, 169.4849, -43.9980,  409.4453, 160.7630, -43.9980,  0, 127, 0
L 405.8176, 174.4681, -43.9980,  407.1367, 169.4849, -43.9980,  0, 127, 0
L 404.4141, 179.0021, -43.9980,  405.8176, 174.4681, -43.9980,  0, 127, 0
L 402.9264, 183.3424, -43.9980,  404.4141, 179.0021, -43.9980,  0, 127, 0
L 399.9251, 191.5294, -43.9980,  402.9264, 183.3424, -43.9980,  0, 127, 0
L 399.2298, 193.4309, -43.9980,  399.9251, 191.5294, -43.9980,  0, 127, 0
L 399.3528, 202.6609, -43.9980,  399.2298, 193.4309, -43.9980,  0, 127, 0
L 399.3848, 204.8092, -43.9980,  399.3528, 202.6609, -43.9980,  0, 127, 0
L 400.5159, 210.4954, -43.9980,  399.3848, 204.8092, -43.9980,  0, 127, 0
L 406.0636, 238.3935, -44.0059,  400.5159, 210.4954, -43.9980,  0, 127, 0
L 406.8396, 242.3007, -43.9980,  406.0636, 238.3935, -44.0059,  0, 127, 0
L 407.0374, 244.2551, -43.9980,  406.8396, 242.3007, -43.9980,  0, 127, 0
L 405.0926, 244.5195, -44.3778,  407.0374, 244.2551, -43.9980,  0, 127, 0
L 400.8408, 249.0707, -43.9980,  405.0926, 244.5195, -44.3778,  0, 127, 0
L 394.5726, 255.7792, -43.9980,  400.8408, 249.0707, -43.9980,  0, 127, 0
L 377.6046, 273.5940, -43.9980,  394.5726, 255.7792, -43.9980,  0, 127, 0
L 371.1839, 280.3253, -43.9980,  377.6046, 273.5940, -43.9980,  0, 127, 0
L 366.9763, 284.4483, -43.9980,  371.1839, 280.3253, -43.9980,  0, 127, 0
L 365.3796, 285.9490, -43.9980,  366.9763, 284.4483, -43.9980,  0, 127, 0
L 357.7969, 290.8027, -43.9980,  365.3796, 285.9490, -43.9980,  0, 127, 0
L 342.4796, 300.5202, -43.9980,  357.7969, 290.8027, -43.9980,  0, 127, 0
L 340.6717, 301.6562, -43.9980,  342.4796, 300.5202, -43.9980,  0, 127, 0
L 332.5349, 305.7606, -43.9980,  340.6717, 301.6562, -43.9980,  0, 127, 0
L 330.6918, 306.6933, -43.9980,  332.5349, 305.7606, -43.9980,  0, 127, 0
L 320.3628, 321.3635, -43.9980,  330.6918, 306.6933, -43.9980,  0, 127, 0
L 319.0348, 323.2509, -43.9980,  320.3628, 321.3635, -43.9980,  0, 127, 0
L 317.1470, 326.7938, -43.9980,  319.0348, 323.2509, -43.9980,  0, 127, 0
L 316.0897, 328.7775, -43.9980,  317.1470, 326.7938, -43.9980,  0, 127, 0
L 315.2105, 333.0964, -43.9980,  316.0897, 328.7775, -43.9980,  0, 127, 0
L 314.5821, 336.1823, -43.9980,  315.2105, 333.0964, -43.9980,  0, 127, 0
L 313.3299, 344.6256, -43.9980,  314.5821, 336.1823, -43.9980,  0, 127, 0
L 310.4827, 363.8276, -43.9980,  313.3299, 344.6256, -43.9980,  0, 127, 0
L 310.1592, 366.0134, -43.9980,  310.4827, 363.8276, -43.9980,  0, 127, 0
L 314.2547, 371.3957, -43.9980,  310.1592, 366.0134, -43.9980,  0, 127, 0
L 331.7124, 394.3503, -43.9980,  314.2547, 371.3957, -43.9980,  0, 127, 0
L 332.9036, 395.9216, -43.9980,  331.7124, 394.3503, -43.9980,  0, 127, 0
L 340.7870, 408.7170, -43.9980,  332.9036, 395.9216, -43.9980,  0, 127, 0
L 341.8660, 410.4689, -43.9980,  340.7870, 408.7170, -43.9980,  0, 127, 0
L 341.4033, 410.7325, -43.9980,  341.8660, 410.4689, -43.9980,  0, 127, 0
L 339.9466, 411.8545, -44.0635,  341.4033, 410.7325, -43.9980,  0, 127, 0
L 339.5862, 413.7895, -44.0135,  339.9466, 411.8545, -44.0635,  0, 127, 0
L 336.0582, 432.7256, -43.9980,  339.5862, 413.7895, -44.0135,  0, 127, 0
L 334.4099, 441.5560, -43.9980,  336.0582, 432.7256, -43.9980,  0, 127, 0
L 333.7826, 444.8959, -43.9980,  334.4099, 441.5560, -43.9980,  0, 127, 0
L 333.0087, 448.6852, -43.9980,  333.7826, 444.8959, -43.9980,  0, 127, 0
L 332.3871, 451.7285, -43.9980,  333.0087, 448.6852, -43.9980,  0, 127, 0
L 327.1902, 461.4357, -43.9980,  332.3871, 451.7285, -43.9980,  0, 127, 0
L 324.3524, 466.7362, -43.9980,  327.1902, 461.4357, -43.9980,  0, 127, 0
L 320.9279, 472.1993, -43.9980,  324.3524, 466.7362, -43.9980,  0, 127, 0
L 317.5446, 477.0338, -43.9980,  320.9279, 472.1993, -43.9980,  0, 127, 0
L 314.2816, 481.4159, -43.9980,  317.5446, 477.0338, -43.9980,  0, 127, 0
L 302.5063, 496.5496, -43.9980,  314.2816, 481.4159, -43.9980,  0, 127, 0
L 301.1474, 498.2910, -43.9980,  302.5063, 496.5496, -43.9980,  0, 127, 0
L 302.6246, 503.4866, -43.9980,  301.1474, 498.2910, -43.9980,  0, 127, 0
L 305.0476, 512.0117, -43.9980,  302.6246, 503.4866, -43.9980,  0, 127, 0
L 306.3976, 516.6461, -44.1570,  305.0476, 512.0117, -43.9980,  0, 127, 0
L 307.3031, 519.5449, -44.0622,  306.3976, 516.6461, -44.1570,  0, 127, 0
L 310.1790, 523.9420, -43.9980,  307.3031, 519.5449, -44.0622,  0, 127, 0
L 315.0698, 531.4195, -43.9980,  310.1790, 523.9420, -43.9980,  0, 127, 0
L 317.6469, 535.1399, -43.9980,  315.0698, 531.4195, -43.9980,  0, 127, 0
L 319.1799, 537.3195, -43.9980,  317.6469, 535.1399, -43.9980,  0, 127, 0
L 317.0415, 549.7737, -43.9980,  319.1799, 537.3195, -43.9980,  0, 127, 0
L 315.9510, 556.1233, -43.9980,  317.0415, 549.7737, -43.9980,  0, 127, 0
L 314.9034, 562.2623, -43.9980,  315.9510, 556.1233, -43.9980,  0, 127, 0
L 313.8035, 568.7751, -43.9980,  314.9034, 562.2623, -43.9980,  0, 127, 0
L 312.7475, 575.1397, -43.9980,  313.8035, 568.7751, -43.9980,  0, 127, 0
L 309.1945, 597.2231, -43.9980,  312.7475, 575.1397, -43.9980,  0, 127, 0
L 308.7283, 600.1215, -43.9980,  309.1945, 597.2231, -43.9980,  0, 127, 0
L 308.7391, 600.2271, -43.9980,  308.7283, 600.1215, -43.9980,  0, 127, 0
L 309.2344, 605.0787, -43.9980,  308.7391, 600.2271, -43.9980,  0, 127, 0
L 309.5274, 607.9496, -43.9980,  309.2344, 605.0787, -43.9980,  0, 127, 0
L 310.5617, 610.8694, -43.9980,  309.5274, 607.9496, -43.9980,  0, 127, 0
L 313.7738, 619.9386, -43.9980,  310.5617, 610.8694, -43.9980,  0, 127, 0
L 315.0461, 623.5897, -43.9980,  313.7738, 619.9386, -43.9980,  0, 127, 0
L 314.6657, 639.0906, -43.9980,  315.0461, 623.5897, -43.9980,  0, 127, 0
L 314.5906, 642.1462, -43.9980,  314.6657, 639.0906, -43.9980,  0, 127, 0
L 314.0038, 642.8085, -43.9980,  314.5906, 642.1462, -43.9980,  0, 127, 0
L 307.3494, 649.9595, -43.9980,  314.0038, 642.8085, -43.9980,  0, 127, 0
L 301.0727, 656.4296, -43.9980,  307.3494, 649.9595, -43.9980,  0, 127, 0
L 297.2650, 660.1425, -43.9980,  301.0727, 656.4296, -43.9980,  0, 127, 0
L 293.5802, 663.6294, -43.9980,  297.2650, 660.1425, -43.9980,  0, 127, 0
L 254.9595, 699.5071, -45.5110,  293.5802, 663.6294, -43.9980,  0, 127, 0
L 253.4965, 700.8663, -45.5100,  254.9595, 699.5071, -45.5110,  0, 127, 0
L 266.0200, 733.3334, -43.9980,  253.4965, 700.8663, -45.5100,  0, 127, 0
L 266.9238, 735.6769, -43.9980,  266.0200, 733.3334, -43.9980,  0, 127, 0
L 213.3943, 787.9118, -42.1715,  266.9238, 735.6769, -43.9980,  0, 127, 0
L 213.3943, 787.9120, -42.1710,  213.3943, 787.9118, -42.1715,  0, 127, 0
L 748.5386, 108.6929, -49.9980,  748.5349, 108.7271, -49.9980,  0, 89, 255
L 748.6580, 107.2451, -49.9980,  748.5386, 108.6929, -49.9980,  0, 89, 255
L 748.7666, 106.0267, -49.9980,  748.6580, 107.2451, -49.9980,  0, 89, 255
L 749.1713, 101.5687, -49.9980,  748.7666, 106.0267, -49.9980,  0, 89, 255
L 749.3052, 100.0725, -49.9980,  749.1713, 101.5687, -49.9980,  0, 89, 255
L 749.7493, 95.1426, -49.9980,  749.3052, 100.0725, -49.9980,  0, 89, 255
L 749.9429, 93.0348, -49.9980,  749.7493, 95.1426, -49.9980,  0, 89, 255
L 750.4050, 87.9712, -49.9980,  749.9429, 93.0348, -49.9980,  0, 89, 255
L 750.5639, 86.2384, -49.9980,  750.4050, 87.9712, -49.9980,  0, 89, 255
L 751.0367, 81.0411, -49.9980,  750.5639, 86.2384, -49.9980,  0, 89, 255
L 751.1777, 79.4790, -49.9980,  751.0367, 81.0411, -49.9980,  0, 89, 255
L 751.6375, 74.4207, -49.9980,  751.1777, 79.4790, -49.9980,  0, 89, 255
L 751.7905, 72.7580, -49.9980,  751.6375, 74.4207, -49.9980,  0, 89, 255
L 752.2181, 68.0429, -49.9980,  751.7905, 72.7580, -49.9980,  0, 89, 255
L 752.3619, 66.4491, -49.9980,  752.2181, 68.0429, -49.9980,  0, 89, 255
L 752.8128, 61.5008, -49.9980,  752.3619, 66.4491, -49.9980,  0, 89, 255
L 752.9569, 59.9087, -49.9980,  752.8128, 61.5008, -49.9980,  0, 89, 255
L 753.4073, 54.9658, -49.9980,  752.9569, 59.9087, -49.9980,  0, 89, 255
L 753.5477, 53.4095, -49.9980,  753.4073, 54.9658, -49.9980,  0, 89, 255
L 754.0020, 48.4054, -49.9980,  753.5477, 53.4095, -49.9980,  0, 89, 255
L 754.1600, 46.6825, -49.9980,  754.0020, 48.4054, -49.9980,  0, 89, 255
L 754.6227, 41.5854, -49.9980,  754.1600, 46.6825, -49.9980,  0, 89, 255
L 754.7736, 39.9331, -49.9980,  754.6227, 41.5854, -49.9980,  0, 89, 255
L 755.2126, 35.0823, -49.9980,  754.7736, 39.9331, -49.9980,  0, 89, 255
L 755.3767, 33.2991, -49.9980,  755.2126, 35.0823, -49.9980,  0, 89, 255
L 755.8245, 28.3595, -49.9980,  755.3767, 33.2991, -49.9980,  0, 89, 255
L 755.9809, 26.6483, -49.9980,  755.8245, 28.3595, -49.9980,  0, 89, 255
L 756.3779, 22.2572, -49.9980,  755.9809, 26.6483, -49.9980,  0, 89, 255
L 756.5446, 20.4161, -49.9980,  756.3779, 22.2572, -49.9980,  0, 89, 255
L 756.8877, 16.6388, -49.9980,  756.5446, 20.4161, -49.9980,  0, 89, 255
L 757.0657, 14.7031, -49.9980,  756.8877, 16.6388, -49.9980,  0, 89, 255
L 757.5350, 9.5081, -49.9980,  757.0657, 14.7031, -49.9980,  0, 89, 255
L 757.7227, 7.4818, -49.9980,  757.5350, 9.5081, -49.9980,  0, 89, 255
L 758.0479, 4.0353, -49.9980,  757.7227, 7.4818, -49.9980,  0, 89, 255
L 757.4018, 2.1086, -49.9980,  758.0479, 4.0353, -49.9980,  0, 89, 255
L 756.6143, 0.4043, -49.9980,  757.4018, 2.1086, -49.9980,  0, 89, 255
L 758.4106, 0.1018, -49.9980,  756.6143, 0.4043, -49.9980,  0, 89, 255
L 758.3104, -0.9804, -49.9980,  758.4106, 0.1018, -49.9980,  0, 89, 255
L 758.1321, -2.9487, -49.9980,  758.3104, -0.9804, -49.9980,  0, 89, 255
L 757.6329, -8.3697, -49.9980,  758.1321, -2.9487, -49.9980,  0, 89, 255
L 757.4503, -10.3603, -49.9980,  757.6329, -8.3697, -49.9980,  0, 89, 255
L 757.0836, -14.3655, -49.9980,  757.4503, -10.3603, -49.9980,  0, 89, 255
L 756.9087, -16.2727, -49.9980,  757.0836, -14.3655, -49.9980,  0, 89, 255
L 756.5461, -20.2864, -49.9980,  756.9087, -16.2727, -49.9980,  0, 89, 255
L 756.3740, -22.1803, -49.9980,  756.5461, -20.2864, -49.9980,  0, 89, 255
L 755.9944, -26.3723, -49.9980,  756.3740, -22.1803, -49.9980,  0, 89, 255
L 755.8300, -28.1809, -49.9980,  755.9944, -26.3723, -49.9980,  0, 89, 255
L 755.4909, -31.9197, -49.9980,  755.8300, -28.1809, -49.9980,  0, 89, 255
L 755.3288, -33.7107, -49.9980,  755.4909, -31.9197, -49.9980,  0, 89, 255
L 754.8375, -39.1113, -49.9980,  755.3288, -33.7107, -49.9980,  0, 89, 255
L 754.6728, -40.9421, -49.9980,  754.8375, -39.1113, -49.9980,  0, 89, 255
L 754.1818, -46.3480, -49.9980,  754.6728, -40.9421, -49.9980,  0, 89, 255
L 754.0155, -48.0753, -49.9980,  754.1818, -46.3480, -49.9980,  0, 89, 255
L 753.6108, -52.6262, -49.9980,  754.0155, -48.0753, -49.9980,  0, 89, 255
L 753.4484, -54.4215, -49.9980,  753.6108, -52.6262, -49.9980,  0, 89, 255
L 752.9548, -59.8617, -49.9980,  753.4484, -54.4215, -49.9980,  0, 89, 255
L 752.7988, -61.5727, -49.9980,  752.9548, -59.8617, -49.9980,  0, 89, 255
L 752.3502, -66.5229, -49.9980,  752.7988, -61.5727, -49.9980,  0, 89, 255
L 752.1976, -68.2014, -49.9980,  752.3502, -66.5229, -49.9980,  0, 89, 255
L 751.7573, -73.0640, -49.9980,  752.1976, -68.2014, -49.9980,  0, 89, 255
L 751.6143, -74.6353, -49.9980,  751.7573, -73.0640, -49.9980,  0, 89, 255
L 751.1826, -79.3904, -49.9980,  751.6143, -74.6353, -49.9980,  0, 89, 255
L 751.0389, -80.9825, -49.9980,  751.1826, -79.3904, -49.9980,  0, 89, 255
L 750.6146, -85.6682, -49.9980,  751.0389, -80.9825, -49.9980,  0, 89, 255
L 750.4860, -87.0661, -49.9980,  750.6146, -85.6682, -49.9980,  0, 89, 255
L 749.9925, -92.5228, -49.9980,  750.4860, -87.0661, -49.9980,  0, 89, 255
L 749.8712, -93.8808, -49.9980,  749.9925, -92.5228, -49.9980,  0, 89, 255
L 749.3753, -99.3570, -49.9980,  749.8712, -93.8808, -49.9980,  0, 89, 255
L 749.1960, -101.3483, -49.9980,  749.3753, -99.3570, -49.9980,  0, 89, 255
L 748.7045, -106.8087, -49.9980,  749.1960, -101.3483, -49.9980,  0, 89, 255
L 748.5359, -108.7141, -49.9980,  748.7045, -106.8087, -49.9980,  0, 89, 255
L 717.1691, -116.0978, -49.9980,  748.5359, -108.7141, -49.9980,  0, 89, 255
L 707.5310, -118.3758, -49.9980,  717.1691, -116.0978, -49.9980,  0, 89, 255
L 668.1353, -109.1179, -49.9980,  707.5310, -118.3758, -49.9980,  0, 89, 255
L 666.4645, -108.7255, -49.9980,  668.1353, -109.1179, -49.9980,  0, 89, 255
L 665.9818, -103.1804, -49.9980,  666.4645, -108.7255, -49.9980,  0, 89, 255
L 665.7958, -101.0702, -49.9980,  665.9818, -103.1804, -49.9980,  0, 89, 255
L 665.3908, -96.6770, -49.9980,  665.7958, -101.0702, -49.9980,  0, 89, 255
L 665.2037, -94.6395, -49.9980,  665.3908, -96.6770, -49.9980,  0, 89, 255
L 664.7178, -89.2680, -49.9980,  665.2037, -94.6395, -49.9980,  0, 89, 255
L 664.5341, -87.2682, -49.9980,  664.7178, -89.2680, -49.9980,  0, 89, 255
L 664.0347, -81.7640, -49.9980,  664.5341, -87.2682, -49.9980,  0, 89, 255
L 663.8683, -79.9426, -49.9980,  664.0347, -81.7640, -49.9980,  0, 89, 255
